main_category,number,sub_category,part_number,barcode_number,description,units,weight,length,brand
Lumber,135,Moulding,MO3274-08,na,8ft Oak Screen Mould,EA,na,8,OREPAC
Lumber,135,Moulding,MO3274-10,na,10ft Oak Screen Mould,EA,na,10,OREPAC
Lumber,135,Moulding,MO3274-12,na,12ft Oak Screen Mould,EA,na,12,OREPAC
Lumber,135,Moulding,MO33-08,na,3/8x1-1/2-8ft Oak Counter Edge,EA,na,8,OREPAC
Lumber,135,Moulding,MO33-10,na,3/8x1-1/2-10ft Oak Counter Edge,EA,na,10,OREPAC
Lumber,135,Moulding,MO33-12,na,3/8x1-1/2-12ft Oak Counter Edge,EA,na,12,OREPAC
Lumber,135,Moulding,MO356-08,na,2-1/4-8ft Col. Oak Casing,EA,na,7,OREPAC
Lumber,135,Moulding,MO356-10,na,2-1/4-10ft Col. Oak Casing,EA,na,10,OREPAC
Lumber,135,Moulding,MO356-12,na,2-1/4-12ft Col. Oak Casing,EA,na,12,OREPAC
Lumber,135,Moulding,MO887-07,na,1-3/8-7ft LP302 Oak Stop,EA,na,7,OREPAC
Lumber,135,Moulding,MO887-10,na,1-3/8-10ft LP302 Oak Stop,EA,na,10,OREPAC
Lumber,135,Moulding,MO93-08,na,3/4-8ft Oak Cove,EA,na,8,OREPAC
Lumber,135,Moulding,MO93-10,na,3/4-10ft Oak Cove,EA,na,10,OREPAC
Lumber,135,Moulding,MO93-12,na,3/4-12ft Oak Cove,EA,na,12,OREPAC
Lumber,135,Moulding,MPF106-08,na,11/16 PFJ QTR RND 8,EA,na,8,OREPAC
Lumber,135,Moulding,MPF126,na,PFJ 1/2X3/4 BASE SHOE,LF,na,1,OREPAC
Lumber,135,Moulding,MPF126-16,na,PFJ BASE SHOE 16ft,EA,na,16,OREPAC
Lumber,135,Moulding,MPF180,na,PFJ 1-1/4x2 BRICKMOULD,LF,na,1,OREPAC
Lumber,135,Moulding,MPF180-07,na,7ft PFJ 1-1/4X2 BRICKMOULD,EA,na,7,OREPAC
Lumber,135,Moulding,MPF180-08,na,8ft PFJ 1-1/4X2 BRICKMOULD,EA,na,8,OREPAC
Lumber,135,Moulding,MPF180-10,na,10ft PFJ 1-1/4X2 BRICKMOULD,EA,na,10,OREPAC
Lumber,135,Moulding,MPF180-12,na,12ft PFJ 1-1/4X2 BRICKMOULD,EA,na,12,OREPAC
Lumber,135,Moulding,MPF180-18,na,18ft PFJ 1-1/4X2 BRICKMOULD,EA,na,18,OREPAC
Lumber,135,Moulding,MPF200-1,na,PFJ 5/8X3-1/2 VICTOR. CS,LF,na,1,OREPAC
Lumber,135,Moulding,MPF200-16,na,16ft PINE FJ PRMD 5/8X3-1/2 VICTOR. CS,EA,na,16,OREPAC
Lumber,135,Moulding,MPF254-8,na,PFJ PRTNG BEAD 8ft1/2X3/4,EA,na,8,OREPAC
Lumber,135,Moulding,MPF356,na,PFJ 5/8x2-1/4 COL.CSG,LF,na,1,OREPAC
Lumber,135,Moulding,MPF356-07,na,2-1/4 x 7ft FJ PRMD COL.CSG,EA,na,7,OREPAC
Lumber,135,Moulding,MPF356-10,na,2-1/4x10ft FJ PRMD COL.CSG,EA,na,10,OREPAC
Lumber,135,Moulding,MPF356-14,na,2-1/4x14 COL. CSG PFJ,EA,na,16,OREPAC
Lumber,135,Moulding,MPF356-16,na,2-1/4 x 16ft FJ PRMD COL.CSG,EA,na,16,OREPAC
Lumber,135,Moulding,MPF442,na,PFJ 2-1/4 SHAKE MOULD,LF,na,1,OREPAC
Lumber,135,Moulding,MPF442-08,na,PFJ 2-1/4x8ft SHAKEMLD,EA,na,8,OREPAC
Lumber,135,Moulding,MPF442-10,na,10ft PFJ 2-1/4 SHAKE MOULD,EA,na,10,OREPAC
Lumber,135,Moulding,MPF442-12,na,12ft PFJ 2-1/4 SHAKE MOULD,EA,na,12,OREPAC
Lumber,135,Moulding,MPF442-14,na,14ft PFJ 2-1/4 SHAKE MOULD,EA,na,14,OREPAC
Lumber,135,Moulding,MPF442-16,na,16ft PFJ 2-1/4 SHAKE MOULD,EA,na,16,OREPAC
Lumber,135,Moulding,MPF442-18,na,18ft PFJ 2-1/4 SHAKE MOULD,EA,na,18,OREPAC
Lumber,135,Moulding,MPF444-1,na,PFJ 5/8X3-1/8 COLON.CSG,LF,na,1,OREPAC
Lumber,135,Moulding,MPF444-16,na,16ft PFJ 5/8X3-1/8 COLON.CSG(10,EA,na,16,OREPAC
Lumber,135,Moulding,MPF444-7,na,7ft PFJ 5/8X3-1/8 COL CSG,EA,na,7,OREPAC
Lumber,135,Moulding,MPF618,na,PFJ 9/16X5-1/4 COL. BASE,LF,na,1,OREPAC
Lumber,135,Moulding,MPF618-16,na,16ft PFJ PRMD 9/16X5-1/4 COL. BASE,EA,na,16,OREPAC
Lumber,135,Moulding,MPF623,na,PFJ 9/16 X 3-1/4 COL. BASE,LF,na,1,OREPAC
Lumber,135,Moulding,MPF623-16,na,PFJ 9/16 X 3-1/4 COL. BASE 16ft,EA,na,16,OREPAC
Lumber,135,Moulding,MPMDF356-17,na,MDF 356 COLNL CSG 17ft,EA,na,17,OREPAC
Lumber,135,Moulding,MPMDF623-16,na,MDF 3 1/4in 623 COLONIAL BASE 16ft,EA,na,16,OREPAC
Lumber,140,Siding,LS1056-08,na,1X6-8ft PJFWRC no.105,e,na,na,na
Lumber,140,Siding,LS1056-16,na,1X6-16ft PJFWRC no.105,EA,na,na,na
Lumber,140,Siding,LS1058-08,na,1X8-8ft FJWRC no.105,8,na,na,na
Lumber,140,Siding,LS1058-16,na,1X8-16ft FJWRC no.105,EA,na,na,na
Lumber,140,Siding,LS1156-08,na,1X6-8ft PRIMED JFWRC no.115,ea,na,na,na
Lumber,140,Siding,LS1156-16,na,1X6-16ft PRIMED JFWRC no.115,EA,na,na,na
Lumber,140,Siding,LS1176-08,na,1X6-Lft PRIMED JFWRC no.117,EA,na,na,na
Lumber,140,Siding,LS1176-16,na,1X6-16ft PRIMED JFWRC no.117,EA,na,na,na
Lumber,140,Siding,LS1376-08,na,1X6-8ft PJFWRC no.137,1,na,na,na
Lumber,140,Siding,LS1376-16,na,1X6-16ft PRIMED JFWRC no.137,EA,na,na,na
Lumber,140,Siding,LS1378-08,na,1X8-8ft FJWRC no.137,1,na,na,na
Lumber,140,Siding,LS1378-16,na,1X8-16ft FJWRC no.137,EA,na,na,na
Lumber,140,Siding,LSB110WC,na,3/4X10  Clear Cedar Bevel Lap Siding,EA,na,na,na
Lumber,140,Siding,LSB110WFJ,na,3/4X10  PFJ WRC BVL SIDING,EA,na,na,na
Lumber,140,Siding,LSB110WT,na,3/4x10 STK CEDAR BEVEL SIDING,EA,na,na,na
Lumber,140,Siding,LSB18WC,na,3/4X8  CWRC Bevel Lap Siding,EA,na,na,na
Lumber,140,Siding,LSB18WFJ,na,3/4X8 PFJ VG WRC Bvl Siding,EA,na,na,na
Lumber,140,Siding,LSB18WT,na,11/16X8 TK WRC Bevel Siding,EA,na,na,na
Lumber,140,Siding,LSBH6WC,na,1/2X6 Clear Cedar Bevel Lap Siding,EA,na,na,na
Lumber,140,Siding,LSBH6WFJ,na,1/2X6 PFJ Cedar Clear Bevel Lap Siding,EA,na,na,na
Lumber,140,Siding,LSBH8WFJ,na,1/2X8 PFJ  CWRC Bvl Lap Siding,EA,na,na,na
Lumber,140,Siding,LSCR16WT,na,1X6 TK Channel Rustic Lap Siding,EA,na,na,na
Lumber,140,Siding,LSCR18WT,na,1X8 TK Channel Rustic Lap Siding,LF,na,na,na
Lumber,140,Siding,LWCCAP,na,1 X 2 - 8FT. CAP MOULDING,EA,na,na,na
Lumber,140,Siding,S1SHINGLE,na,no.1 SHNGLS  25@5in 37.5@7.5in,EA,na,na,na
Lumber,140,Siding,S4UC,na,no.4 Undercorse shingle 2bndl/square,EA,na,na,na
Lumber,140,Siding,SHAKE-NG05,na,#1-18in. GROOVED NATURAL 1/2sq. (14in.exp),EA,na,na,SHAKERTOWN
Lumber,140,Siding,SHAKE-NG1,na,#1-18in. GROOVED NATURAL 1sq. (14in.exp),EA,na,na,SHAKERTOWN
Lumber,140,Siding,SHAKE-NS05,na,#1-18in. SANDED NATURAL 1/2sq. (14in.exp),EA,na,na,SHAKERTOWN
Lumber,140,Siding,SHAKE-NS1,na,#1-18in. SANDED NATURAL 1sq. (14in.exp),EA,na,na,SHAKERTOWN
Lumber,140,Siding,SHAKE-PG05,na,#1-18in. GROOVED PRIMED 1/2sq. (14in.exp),EA,na,na,SHAKERTOWN
Lumber,140,Siding,SHAKE-PG1,na,#1-18in. GROOVED PRIMED 1sq. (14in.exp),EA,na,na,SHAKERTOWN
Lumber,140,Siding,SHAKE-PS05,na,#1-18in. SANDED PRIMED 1/2sq. (14in.exp),EA,na,na,SHAKERTOWN
Lumber,140,Siding,SHAKE-PS1,na,#1-18in. SANDED PRIMED 1sq. (14in.exp),EA,na,na,SHAKERTOWN
Lumber,140,Siding,SHAKE-ROYAL,na,#1-24in. ROYALS GROOVED PRIMED (16in.exp),EA,na,na,SHAKERTOWN
Lumber,140,Siding,SHAKE-ROYAL1/4,na,#1-24in RYL GRVD PRMD 1/4bx,1,na,na,SHAKERTOWN
Lumber,140,Siding,SHAKESAND-SPLIT,na,#1-18in. SANDED PRIMED ap1/8sq,1,na,na,SHAKERTOWN
Lumber,140,Siding,SHAKE-SPLIT,na,#1-18in. GROOVED PRIMED APROX 1/8sq. (14in.exp),1,na,na,SHAKERTOWN
Lumber,145,Lumber Misc,BENDERB-4,na,4in X 10ft BENDER BOARD,EA,2,10,na
Lumber,145,Lumber Misc,LDB710,na,7x10 Dryer Block 4-1/2in hole,EA,1.25,na,na
Lumber,145,Lumber Misc,LDB77,na,7x7 Dryer Block 4-1/2in hole,EA,0.63,na,na
Lumber,145,Lumber Misc,LFB166WT-58,na,5/8x6-6ft CEDAR FENCE FLAT TOP,EA,3.95,6,na
Lumber,145,Lumber Misc,LHCEIL584,na,5/8x4 C&Btr MG Beaded Ceiling,EA,0.4,na,na
Lumber,145,Lumber Misc,LKDSD26,na,2x6 SPF Select Deck,LF,1.8,1,na
Lumber,145,Lumber Misc,LKDSD2608,na,2x6-8ft SPF Select Deck,EA,14.4,8,na
Lumber,145,Lumber Misc,LKDSD2610,na,2x6-10ft SPF Select Deck,EA,18,10,na
Lumber,145,Lumber Misc,LKDSD2612,na,2x6-12ft SPF Select Deck,EA,21.6,12,na
Lumber,145,Lumber Misc,LKDSD2614,na,2x6-14ft SPF Select Deck,EA,25.2,14,na
Lumber,145,Lumber Misc,LKDSD2616,na,2x6-16ft SPF Select Deck,EA,28.8,16,na
Lumber,145,Lumber Misc,LLB57,na,5x7 HOSE BIB BLOCK,EA,0.75,na,na
Lumber,145,Lumber Misc,LLB77,na,7 X 7 LIGHT BLOCK 3-3/8in hole,EA,1,na,na
Lumber,145,Lumber Misc,LLN710,na,7 X 10 LIGHT BLOCK 3-3/8in hole,EA,1.5,na,na
Lumber,145,Lumber Misc,LO1208,na,1x2 8ft RED OAK KD S4S,EA,4.16,8,na
Lumber,145,Lumber Misc,LO1210,na,1X2 10ft RED OAK KD S4S,EA,5.2,10,na
Lumber,145,Lumber Misc,LO1212,na,1X2 12ft RED OAK KD S4S,EA,6.24,12,na
Lumber,145,Lumber Misc,LO1308,na,1X3 8ft RED OAK KD S4S,EA,6.24,8,na
Lumber,145,Lumber Misc,LO1310,na,1X3 10ft RED OAK KD S4S,EA,7.8,10,na
Lumber,145,Lumber Misc,LO1312,na,1X3 12ft RED OAK KD S4S,EA,9.36,12,na
Lumber,145,Lumber Misc,LO1408,na,1X4 8ft RED OAK KD S4S,EA,8.31,8,na
Lumber,145,Lumber Misc,LO1410,na,1X4 10ft RED OAK KD S4S,EA,10.4,10,na
Lumber,145,Lumber Misc,LO1412,na,1X4 12ft RED OAK KD S4S,EA,12.5,12,na
Lumber,145,Lumber Misc,LO1508,na,1X5 8ft RED OAK KD S4S,EA,10.4,8,na
Lumber,145,Lumber Misc,LO1510,na,1X5 10ft RED OAK KD S4S,EA,13,10,na
Lumber,145,Lumber Misc,LO1512,na,1X5 12ft RED OAK KD S4S,EA,15.6,12,na
Lumber,145,Lumber Misc,LO1608,na,1X6 8ft RED OAK KD S4S,EA,12.5,8,na
Lumber,145,Lumber Misc,LO1610,na,1X6 10ft RED OAK KD S4S,EA,15.6,10,na
Lumber,145,Lumber Misc,LO1612,na,1X6 10ft RED OAK KD S4S,EA,18.72,12,na
Lumber,145,Lumber Misc,LRB57,na,5X7 RECEPTICAL BLOCK,EA,0.5,na,na
Panels,150,ACX,PACX12,na,1/2in. ACX RADIATA Plywood,EA,41.6,8,na
Panels,150,ACX,PACX14,na,1/4in.  ACX RADIATA Plywood,EA,23.2,8,na
Panels,150,ACX,PACX34,na,3/4in.  ACX RADIATA Plywood,EA,72,8,na
Panels,150,ACX,PACX38,na,3/8in.  ACX RADIATA Plywood,EA,32,8,na
Panels,150,ACX,PACX58,na,5/8in.  ACX RADIATA Plywood,EA,51.2,8,na
Panels,150,ACX,PBCX1,na,1in.  BC Supr Plywood,EA,80,8,na
Panels,155,CDX,PCDX12,na,1/2in.  CD Ext 5ply Plywood,EA,41.6,8,na
Panels,155,CDX,PCDX34,na,3/4in.  CD Ext. 5ply Plywood,EA,72,8,na
Panels,155,CDX,PCDX38,na,3/8in.  CD Ext. 3ply Plywood,EA,23.2,8,na
Panels,155,CDX,PCDX58,na,5/8in.  CD Ext. 5ply Plywood,EA,32,8,na
Panels,160,Treated,PFRACX34,na,3/4in.  4 X 8  ACX  FIRE RET.,EA,72,8,na
Panels,160,Treated,PFRACX34-44,na,3/4in.  4 X 4  ACX  FIRE RET.,EA,36,8,na
Panels,160,Treated,PTCDX12,na,1/2in. 4x8 .40 CDX Treated Ply,EA,51.2,8,na
Panels,160,Treated,PTCDX34,na,3/4in. 4x8 .40 CDX Treated Ply,EA,80,8,na
Panels,165,Hardwood,P12-SHOP,na,1/2in.  4 x 8 NAT SHOP PLY,EA,41,na,na
Panels,165,Hardwood,P34SHOP,na,3/4in.  Rot Nat Shop 4x8,EA,72,na,na
Panels,165,Hardwood,PBIR12,na,BIRCH NATURAL SHOP 1/2in.  4X8,EA,41,na,na
Panels,165,Hardwood,PBIR12A1,na,BIRCH NATURAL A1 1/2in.  4X8,EA,41,na,na
Panels,165,Hardwood,PBIR14,na,BIRCH A4 5.2mm 4X8,EA,23.2,na,na
Panels,165,Hardwood,PBIR18,na,BIRCH  3mm 4 X 8,EA,11.6,na,na
Panels,165,Hardwood,PBIR18-37,na,BIRCH  3mm 3 X 7,EA,7.6,na,na
Panels,165,Hardwood,PBIR34-C2,na,BIRCH 3/4in.  WPF C2 18mm 4x8,EA,72,na,na
Panels,165,Hardwood,PLUA14,na,4X8 5.2m IndegraPly U.L.,EA,23.2,na,na
Panels,165,Hardwood,PLUA18,na,2.7MM  MERANTI 4X8 Plywood,EA,11.6,na,na
Panels,165,Hardwood,POAK14,na,OAK 5.2mm 4X 8,EA,23.2,na,na
Panels,165,Hardwood,POAK18,na,OAK 3mm 4X 8,EA,11.6,na,na
Panels,165,Hardwood,POAK18-37,na,OAK 3mm 3 X 7,EA,7.6,na,na
Panels,165,Hardwood,POAK34,na,OAK 3/4in.4X8 SHOP PLY,EA,72,na,na
Panels,170,Oversized,PACX410-12,na,1/2in.  4 X 10  ACX,EA,na,na,na
Panels,170,Oversized,PACX510-34,na,3/4in.  5 X 10  ACX,EA,na,na,na
Panels,170,Oversized,PBB12,na,1/2in.  5x5 BALTIC BIRCH Bb/Bb,EA,na,na,na
Panels,170,Oversized,PBB14,na,1/4in.  5 X 5 BALTIC BIRCH,EA,na,na,na
Panels,170,Oversized,PBB18,na,1/8in.  5 X 5 BALTIC BIRCH bb/bb,EA,na,na,na
Panels,170,Oversized,PBB34,na,3/4in.  5 X 5 BALTIC BIRCH,EA,na,na,na
Panels,170,Oversized,PBB38,na,3/8in.  5 X 5 BALTIC BIRCH,EA,na,na,na
Panels,170,Oversized,PBB58,na,5/8in.  5 X 5 BALTIC BIRCH,EA,na,na,na
Panels,170,Oversized,PBCX410-34,na,3/4in.  4 X 10  ACX,EA,na,na,na
Panels,170,Oversized,PLAU14-410,na,1/4in.  4 X 10 LUAUN,EA,na,na,na
Panels,175,MDF / MDL,PMDL12W,na,1/2in.  4 x 8 2 SIDE MDL,EA,na,na,na
Panels,175,MDF / MDL,PMDL14W,na,1/4in.  4 x 8 1 SIDE WHITE MDL,EA,na,na,na
Panels,175,MDF / MDL,PMDL342W,na,3/4in.  4 X 8  2 SIDE MDL,EA,na,na,na
Panels,175,MDF / MDL,PMED100,na,1in. MDF 49x97,EA,na,na,na
Panels,175,MDF / MDL,PMED12,na,1/2in.  MDF 49x97,EA,na,na,na
Panels,175,MDF / MDL,PMED14,na,1/4in.  MDF 49x97,EA,na,na,na
Panels,175,MDF / MDL,PMED18,na,1/8in.  MDF 49x97,EA,na,na,na
Panels,175,MDF / MDL,PMED34,na,3/4in.  MDF 49x97,EA,na,na,na
Panels,175,MDF / MDL,PMED38,na,3/8in.  MDF 49x97,EA,na,na,na
Panels,175,MDF / MDL,PMED58,na,5/8in.  MDF 49x97,EA,na,na,na
Panels,180,Particleboard / CounterTop / Step,PCT2510,na,3/4in x25in. PB Counter Top  10ft.,EA,na,na,na
Panels,180,Particleboard / CounterTop / Step,PCT2512,na,3/4in x25in. PB Counter Top 12ft.,EA,na,na,na
Panels,180,Particleboard / CounterTop / Step,PCT258,na,3/4in x 25in.  PB Counter Top  8ft.,EA,na,na,na
Panels,180,Particleboard / CounterTop / Step,PPB12,na,1/2in.  4 X 8 Particleboard,EA,na,na,na
Panels,180,Particleboard / CounterTop / Step,PPB34,na,3/4in.  4 X 8 IND. Particleboard,EA,na,na,na
Panels,180,Particleboard / CounterTop / Step,PPB38,na,3/8in.  4 X 8 U.L. Particleboard,EA,na,na,na
Panels,180,Particleboard / CounterTop / Step,PPB58,na,5/8in.  4 X 8 Particleboard,EA,na,na,na
Panels,180,Particleboard / CounterTop / Step,PPBI100,na,1in.  4 X 8 Particleboard,EA,na,na,na
Panels,180,Particleboard / CounterTop / Step,PSTEP-PB,na,1-1/8x12x12 PB Stepping,EA,na,na,na
Panels,185,Panels Misc,EDGTAPE-BIRcut,na,13/16in Birch Edge Band HotMelt,LF,na,na,na
Panels,185,Panels Misc,EDGTAPE-W,na,13/16inx250 White Edge Band HotMelt,EA,na,na,na
Panels,185,Panels Misc,EDGTAPE-WCUT,na,13/16in White Edge Band HotMelt,1,na,na,na
Panels,185,Panels Misc,PBEND18-84,na,1/8in.  8x4 Poplar Bending Plywood,EA,na,na,na
Panels,185,Panels Misc,PBEND38-48,na,3/8in.  4X8 Luaun Bending Plywood,EA,na,na,na
Panels,185,Panels Misc,PBEND38-84,na,3/8in.  8X4 Luaun Bending Plywood,EA,na,na,na
Panels,185,Panels Misc,PBREAD16,na,Cutting Board 16inX22in,EA,na,na,na
Panels,185,Panels Misc,PBREAD24,na,Cutting Board 22x24,1,na,na,na
Panels,185,Panels Misc,PBREAD48,na,Cutting Board 22inX48in,EA,na,na,na
Panels,185,Panels Misc,PHARDIE12,na,1/2in. 3 X 5 Hardie backer board,EA,na,na,na
Panels,185,Panels Misc,PHARDIE14,na,1/4in.  3 X 5 Hardie backer board,EA,na,na,na
Panels,185,Panels Misc,PHBD14,na,1/4in.  Temp Hardboard,EA,na,na,na
Panels,185,Panels Misc,PHBD1824,na,1/8in. 2x4 Temp Hardboard,1,na,na,na
Panels,185,Panels Misc,PHBD1844,na,1/8in. 4x4 Temp Hardboard,1,na,na,na
Panels,185,Panels Misc,PHBD1848,na,1/8in.  Temp Hardboard,EA,na,na,na
Panels,185,Panels Misc,PHOMASOTE,na,1/2in.  4 X 8 440 HOMASOTE,EA,na,na,na
Panels,185,Panels Misc,PLATHDDG,na,4x8 HD Cedar Diag Lattice PRMO,EA,na,na,na
Panels,185,Panels Misc,PMDO121S,na,1/2in. 4X8  MDO 1 SIDE,EA,na,na,na
Panels,185,Panels Misc,PMDO122S,na,1/2in. 4X8 MDO 2 Sided,EA,na,na,na
Panels,185,Panels Misc,PMDO341S,na,3/4in. 4X8 MDO 1 SIDE,EA,na,na,na
Panels,185,Panels Misc,PMDO381S,na,3/8in. 4X8 MDO 1 SIDE,EA,na,na,na
Panels,185,Panels Misc,PMDO382S,na,3/8in. 4X8 MDO 2 SIDE,EA,na,na,na
Panels,185,Panels Misc,PPEG14,na,1/4in.  Temp Pegboard,EA,na,na,na
Panels,185,Panels Misc,PPEG14-W,na,1/4in. 4x8 White Peg Board,EA,na,na,na
Panels,185,Panels Misc,PPEG18,na,1/8in.  Temp Pegboard,EA,na,na,na
Panels,185,Panels Misc,PSB1248,na,1/2in.  4 X 8 Sound Board,EA,20.86,na,na
Panels,185,Panels Misc,PSHELF1210-M,na,12in. White MDL SHELF BOARD  10ft.,EA,na,na,na
Panels,185,Panels Misc,PSHELF1210-PB,na,12in. PB SHELF BOARD  10ft.,EA,na,na,na
Panels,185,Panels Misc,PSHELF1212-M,na,12in. White MDL SHELF BOARD  12ft.,EA,na,na,na
Panels,185,Panels Misc,PSHELF1212-PB,na,12in. PB SHELF BOARD  12ft.,EA,na,na,na
Panels,185,Panels Misc,PSHELF128-M,na,12in. White MDL SHELF BOARD 97-3/4in,EA,na,na,na
Panels,185,Panels Misc,PSHELF128-MHB,na,12in. White MDL S/B  95in.  HALF BORED,EA,na,na,na
Panels,185,Panels Misc,PSHELF128-MTB,na,12in. White MDL S/B  95in.  THRU BORED,EA,na,na,na
Panels,185,Panels Misc,PSHELF128-PB,na,12in. PB SHELF BOARD 11-1/4x97-3/4in,EA,na,na,na
Panels,185,Panels Misc,PSHELF1610-M,na,16in. White MDL SHELF BOARD  10ft.,EA,na,na,na
Panels,185,Panels Misc,PSHELF1610-PB,na,16in. PB SHELF BOARD  15-1/4x121-3/4,EA,na,na,na
Panels,185,Panels Misc,PSHELF1612-M,na,16in. White MDL SHELF BOARD  12ft.,EA,na,na,na
Panels,185,Panels Misc,PSHELF1612-PB,na,16in. PB SHELF BOARD  12ft.,EA,na,na,na
Panels,185,Panels Misc,PSHELF168-M,na,16in. White MDL SHELF BOARD  8ft.,EA,na,na,na
Panels,185,Panels Misc,PSHELF168-MHB,na,16in. White MDL S/B  95in.  HALF BORED,EA,na,na,na
Panels,185,Panels Misc,PSHELF168-MTB,na,16in. White MDL S/B 95in.   THRU BORED,EA,na,na,na
Panels,185,Panels Misc,PSHELF168-PB,na,16in. PB SHELF BOARD 15-1/4x97-3/4,EA,na,na,na
Panels,185,Panels Misc,PSHELF2412-PB,na,PB SHELF BOARD 24x145,EA,na,na,na
Panels,185,Panels Misc,PSHELF248-M,na,24in. White MDL SHELF BOARD  8ft.,EA,na,na,na
Panels,185,Panels Misc,PSHELF248-MHB,na,24ix95i White MDL S/B  HBORED,EA,na,na,na
Panels,185,Panels Misc,PSHELF248-PB,na,PB SHELF BOARD 24x97,EA,na,na,na
Panels,185,Panels Misc,PSTEP-OSB,na,1x12x144 OSB Stepping,EA,na,na,na
Panels,185,Panels Misc,PSTEP-OSB-FL,na,1x12x144 OSB Stepping,1,na,na,na
Panels,185,Panels Misc,PT11112-P,na,1/2in.  T-111 Plain,EA,na,na,na
Panels,185,Panels Misc,PT11138-P,na,3/8in.  T-111 Plain,EA,na,na,na
Panels,185,Panels Misc,PT11158-04,na,5/8in.  T-111 4in.  O.C.,EA,na,na,na
Panels,185,Panels Misc,PT11158-08,na,5/8in.  T-111 8in.  O.C.,EA,na,na,na
Panels,185,Panels Misc,PT11158-12,na,5/8in.  T-111 12in.  O.C.,EA,na,na,na
Panels,185,Panels Misc,PT11158-P,na,5/8in.  T-111 Plain,EA,na,na,na
Panels,185,Panels Misc,PTB18,na,1/8in.  4 X 8 WHITE TILE BOARD,EA,na,na,na
Panels,185,Panels Misc,PTG241,na,1 1/8in.  2-4-1 T&G Full Face Ply,EA,95,na,na
Panels,185,Panels Misc,PTG34,na,3/4in T&G Fullfaced,EA,na,na,na
Panels,185,Panels Misc,PWBUILDER,na,1/2in.  4 X 8 White Builders Board,EA,na,na,na
Panels,185,Panels Misc,XPBEND18-48,na,1/8in.  4x8 Poplar Bending Plywood,EA,na,na,na
Panels,185,Panels Misc,xxPBEND18-48,na,1/8in. 4x8 Poplar Bend Ply,EA,na,na,na
Insulation,200,Fiberglass,IR1115-KFROLL,na,R-11 KF 15x70ft ECO ROLL 88sq,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR1116-K,na,R-11 3 1/2 X 16 X 94 KNOFF KRAFT 16BATTS,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR1123-K,na,R11 KF 23x94 ECO 16BTS 240sq,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR1315-K,na,R13 KF 15X94 ECO 11BTS 107sq,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR1515-K,na,R15HD KF 15X93 ECO 6BTS,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR1915-K,na,R19 KF 15X94 ECO 10BTS 97SQ,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR1923-K,na,R19 KF 23X94 ECO 9BTS 135SQ,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR2115-K,na,R21HD KF 15X93 ECO BTS 67SQ,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR2123-K,na,R21HDKF 23X93 ECO 7BTS 104SQ,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR2515-U,na,R25 UF 16x48 ECO 15BTS 85SQ,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR3016-U,na,R30 10x16x48 12BTS UFGIS,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR3024-K,na,R30 10x24x48 11BAT KRFGIN,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR3024-U,na,R30 UF 23x48 11BTS 88SQ,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR30HD15,na,R30 HD 15x48 11BTS 55SQ,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR3816-U,na,R38UF 12x16x48 12BAT FGIN,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR3823-U,na,R38 UF 24x48 8BTS 64SQ,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR38HD16,na,R38 UF 15x48 8BTS 40SQ,EA,na,na,KNOFF
Insulation,200,Fiberglass,IR38HD23-U,na,R38HDUF 23x48 8BAT 61SQ,EA,na,na,KNOFF
Insulation,205,Foam,14220,na,FOUNDATION VENT FOAM PLUG,EA,na,na,na
Insulation,205,Foam,OC11228,na,1.5in 2x8 Foamboard R-7.5,1,na,na,OWENS CORNING
Insulation,205,Foam,OC11248,na,1-1/2in Foamboard R-7.5,EA,na,na,OWENS CORNING
Insulation,205,Foam,OC128,na,1in 2X8 Foamboard R-5,1,na,na,OWENS CORNING
Insulation,205,Foam,OC148,na,1in 4X8 Foamboard R-5,EA,na,na,OWENS CORNING
Insulation,205,Foam,OC228,na,2in 2X8 Foamboard R-10,1,na,na,OWENS CORNING
Insulation,205,Foam,OC248,na,2in 4X8 Foamboard R-10,EA,na,na,OWENS CORNING
Insulation,205,Foam,OC328,na,3in 2X8 Foamboard R-15,1,na,na,OWENS CORNING
Insulation,205,Foam,OC348,na,3in 4X8 Foamboard R-15,EA,5.76,,OWENS CORNING
Insulation,205,Foam,RX11248,na,1-1/2in 4X8 R-MAX R-9.4,EA,na,na,OWENS CORNING
Insulation,205,Foam,RX148,na,1in4X8 R-MAX R-5.9,EA,na,na,OWENS CORNING
Insulation,205,Foam,RX2348,na,3in 4X8 R-MAX R12.9,EA,na,na,OWENS CORNING
Insulation,205,Foam,RX248,na,2in 4X8 R-MAX R14.4,EA,na,na,OWENS CORNING
